path,labels,predicted_label,wer,wer_accuracy,cer,cer_accuracy
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_6834_4289668561.flac,नायक श्रीकृष्ण श्रेष्ठसँग विवाहको केही समयमै पति वियोगको पीडामा परेकी नायिका स्वेता खड्काले विवाह अघि नै श्रीमान् बिरामी भएको बताइन,नायक श्री कृष्ण श्रेष्ठसँग विवाहको केही समयमै पतिवियोगको पिडामा परेकी नायका स्वइता खर्काले विवाह अघिने श्रीमान बिरामी भएको बताइन,0.55,0.44999999999999996,0.06870229007633588,0.9312977099236641
D:\Programming\Projects\major_project\Codes\ASR\data\audio\67b521143c.flac,उपप्रधान तथा गृहमन्त्री विजयकुमार गच्छदारद्वारा जारी नागरिकतासम्बन्धी परिपत्र कार्यान्वयन नगर्न सर्वोच्चद्वारा अन्तरिम आदेश जारी।,उपप्रधान तथा गृहमन्तीविजयकुमार गक्षेदारद्वारा झाारी नागिध सम्बन्धी परिपत्रकार्यन्यरण नगण स्वर्वोच्चद्वारा अन्तरिमआदोशजारी,0.857,0.14300000000000002,0.20155038759689922,0.7984496124031008
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_6834_7575295537.flac,मउन्नाइस सय उनान्सत्तरीमा बेइजिङ गएका बोसले चिनियाँ कम्युनिष्ट पार्टीबाट नौ बुँदे सुझाव नक्सलवादी आन्दोलनको इतिहासमा उल्लेखनीय छ,उन्नाइस सय उनन्सत्तरीमा बैजिङ् गएका बोसले चीनिया कम्युनिस्ट पार्टीबाट नौ बुन्दे सुझाव नक्सल वादी आन्दोलनको इतिहासमा उल्लेखनीय छ,0.471,0.529,0.0859375,0.9140625
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_5687_7158273713.flac,पोखराबाट जोमसोमका लागि उडेको अग्नि एयरको नाइन एन एआइजी नम्बरको विमान जोमसोम विमानस्थल नजिकैको पहाडमा ठक्कर खाएर दुर्घटना भएको हो,पोखराबाट जोमसोङका लागि उडेको अग्नियरको नाइनएन एआइजी नम्बरको विमान जोमसोम विमानस्थल नजिकैको पहाडोमार ठक्कर खाएर दुर्गटना भएको हो,0.35,0.65,0.0546875,0.9453125
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_2099_8173590899.flac,यूरोपेलीहरू विश्वको भूगोलका बारेमा धेरै कम जान्दथे र इङ्ल्यान्डका अपराधीहरूका लागि बटनी बेमा निर्वासन एक भयप्रद सम्भावना थियो,युरोपेलीहरू विश्वको बुगलको बारेमा धेरै कम चान्दथै र इङल्यान्डका अपराधीहरूका लागि बट्नी बेमा निर्वाचन एक भए प्रदव सम्भावना थियो,0.444,0.556,0.104,0.896
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_6834_6530919193.flac,पाण्डव सुनुवारको आवाजको लोकप्रियतालाई शारीरिक रूपसँग दाँजेर कलाकार मदनकृष्ण श्रेष्ठ र हरिवंश आचार्यले ठट्यौली कथन बनाएका थिए,पाण्ड सुनुवारको आवाजको लोकप्रियतालाई शारीरिक रूपसँग दाँजेर कलाकार मदनकृष्ण श्रेष्ठ र हरिवंश आचार्यले ठट्यौली कथन बनाएका थिए,0.059,0.9410000000000001,0.008064516129032258,0.9919354838709677
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_6834_5460988013.flac,यादवले भारतको गुजरातस्थित सरदार पटेल युनिभर्सिटिबाट बिइ र थाइल्यान्डको एसियन इन्स्टिच्युट अफ टेक्नोलोजीबाट एमई गर्नुभएको हो,यादवले भारतको गुजरात स्थित सरदार पटेल युनिभर्सिटीबाट बिई र थाइल्यान्डको एसेएन एन्स्टिट्युट अफ टेकनोलोजीबाट एमइी गर्नुभएको हो,0.5,0.5,0.08130081300813008,0.9186991869918699
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_0883_3134182114.flac,उपसाला नगरमालर पोखरीको जलयातायातयोग्य एउटा शाखाको तटमा जसको नाम फैरिस नदी हो र स्टकहोम नगरको एकचालिस मिल उत्तरतिर अवस्थित छ,उपसाला नगर मालर पोखरीको जल यातायात योग्य एउटा शाखाको तट्टवमाजसको नाम फइरिस नदी हो र स्टकहोमनगरको एकचालिस मिल उत्तरतिर अवस्थित छ,0.5,0.5,0.07317073170731707,0.926829268292683
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_5687_3296740400.flac,त्रि वि शिक्षण अस्पतालबाट उत्पादन भएका जनशक्तिलाई देशभरि परिचालन गर्नुपर्नेमा यसो नभइ सबै सहरी क्षेत्रमै केन्द्रित भएका छन्,त्रिवि शिक्षण अस्पतालबाट उत्पादन भएका जनशक्तिलाई देशभरी परिचालन गर्नुपर्नेमा यसो नबै सबै सहरी क्षेत्रमै केन्द्रित भएका छन्,0.222,0.778,0.032520325203252036,0.967479674796748
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_5687_7992527132.flac,मापसे गरी सवारी चलाएर ट्राफिक छल्न खोज्दा ललितपुरको सेन्ट मेरिज स्कुल पछाडिको रेलिङनै गाडीमा वारपार हुने गरी दुर्घटना भयो,मापस्य गरी सवारी चलाएर ट्राफिक छल्न खोज्दा ललितपुरको सेन्टमेरिज स्कुल पछाडीको रेलिङ्नै गाडीमा पारपार हुने गरी दुर्घटना भयो,0.316,0.6839999999999999,0.049586776859504134,0.9504132231404958
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_6834_1576990647.flac,निरुता सिंह नेपालको एउटा सुप्रसिद्ध अभिनेत्री हुन् र उनको जन्म भारतको पश्चिम बंगाल प्रान्तको दार्जिलिङ जिल्लामा भएको थियो,निर्तासिंह नेपालको एउटा सुप्रसिद्ध अभिनेत्री हुन् र उनको जन्म भारतको पश्चिम बङ्गाल प्रान्तको दार्जिलिङ जिल्लामा भएको थियो,0.167,0.833,0.03305785123966942,0.9669421487603306
D:\Programming\Projects\major_project\Codes\ASR\data\audio\f0ad56c4f7.flac,मध्यम पुरुषवाचक सर्वनाम जुन सर्वनामको प्रयोग बोल्नेवाला श्रोताका लागि गरिन्छ त्यसलाई मध्यम पुरुषवाचक सर्वनाम भन्दछन्।,मध्यम पुरुष्वाचक सर्वनाम जुन सर्वनामको प्रयोग पोल्नेवालाश्रोताका लागि गरिन्छ त्यसलाई मध्यम पुरुषवाचक सर्वनाम भन्दछन्।,0.2,0.8,0.02564102564102564,0.9743589743589743
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_6834_3288636356.flac,दक्षिणमा चेक गणतन्त्र र स्लेभाकिया पूर्वमा युक्रेन र बेलारुस र उत्तरमा बाल्टिक सागर लिथुवानिया र रुससँग जोडिएका छन्,दक्षिणमाछेक गणतन्त्र र स्लेभाकीया पूर्वमा युक्रेन र बेलारूस र उत्तरमा बाल्तिक सागर हिलितुवानिया र रूससँग जोडिएका छन्,0.389,0.611,0.0782608695652174,0.9217391304347826
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_6834_0878848819.flac,दुई हजार दस सालमा बालकृष्ण समको नाटक अन्धवेगमा शान्ति मास्केको प्रवेशसँगै नेपाली रङ्गमञ्चमा नेपाली हिरोइनको उदय भयो,दुई हजार दश शालमा बालकृष्ण समको नाटक अन्धवेगमा शान्ति मास्केको प्रवेश सँगै नेपाली रङ्गमन्चमा नेपाली हिरोइनको उदय भयो,0.294,0.706,0.034782608695652174,0.9652173913043478
D:\Programming\Projects\major_project\Codes\ASR\data\audio\b36a1404bb.flac,अमेरिकी सेनाका एसिया प्यासिफिक क्षेत्रका कमान्डर इनचिफले नेपालसँगको सैन्य सम्बन्धलाई हेर्ने जिम्मेवारी पूरा गर्छन्।,अमेरिकी सेनाका एसियाप्यासिफिक क्षेत्रका कमान्डरिन्चिफले नेपालसँगको सैन्य सम्बन्धलाई हेर्ने जीमयवारी पुरा गर्छन्।,0.429,0.571,0.0782608695652174,0.9217391304347826
D:\Programming\Projects\major_project\Codes\ASR\data\audio\60c61ae000.flac,गेदले फ्रान्समा मार्क्सवादी विचारधाराको प्रचारप्रसार तथा समाजवादी आन्दोलन्को विकासको लागि प्रशस्त कार्य गरेका थिए।,गेदले फ्रान्समा मार्क्सवादी विचारधाराको प्रचारप्रसाद तथा समाजवादी आन्दोलन विकासको लागि प्रशस्थ कार्य गरेका थिए।,0.214,0.786,0.043859649122807015,0.956140350877193
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_0283_9885544741.flac,सिन्धुलीमा कमलामाई तथा गाईघाटमा त्रियुगा जस्ता नगरपालिका भएको यस उपत्यकामा कटारी घुर्मी भिमान लगायतका बजारसमेत छन्,सिन्धुलीमा कमलामायि तथा गाईघाटमा त्रियुगा जस्ता नगरपालिका भएको यस उपत्यकामा कटारी घुर्मी भिमानलगायत बजार समेत छन्,0.25,0.75,0.05263157894736842,0.9473684210526316
D:\Programming\Projects\major_project\Codes\ASR\data\audio\d729d1bb45.flac,बनारस हिन्दु विश्वविद्यालय कला सङ्ग्रहालयमा लामो समयसम्म काम गर्नुभएका उहाँ वासपेन्टिङमा सिद्धहस्त हुनुहुन्थ्यो।,बनारस सिन्धू विश्वविद्यालयकला सङ्ग्रहालयमा लामो समयसम्माम गर्नुभएका उहाँ वासपेन्टिङमा सिद्धहस्त हुनुहुन्थ्यो,0.462,0.538,0.0625,0.9375
D:\Programming\Projects\major_project\Codes\ASR\data\audio\e1db54d01a.flac,उपत्यकाका विभिन्न सांस्कृतिक पर्वहरूमा नेवारहरूको समूह आफ्नो सांस्कृतिक पहिरनमा ककुवय् बजाउँदै हिँडेको देखिन्छ।,उपत्यकाका विभिन्न सांस्कृतिक पर्वहरूमा नेवारहरूको समूह आफ्नो सांस्कृतिक पहिरनमा ककुव्य बझाउँदै हिरेको देखिन्छ।,0.231,0.769,0.04504504504504504,0.954954954954955
D:\Programming\Projects\major_project\Codes\ASR\data\audio\64200fa64b.flac,खेतीपातीमा रमाएर बसेका किरातहरूको ककेसियाबाट युरोप मध्यपूर्व हुँदै भारतीय उपमहादिप आइपुगेका आर्यहरूसँग भेट भयो।,क्ेतिपातिमा र माएर बसेका किराँतहरूको ककेसियाबाटयुरोमध्यपूर्व हुँदै भारतीय उपमहाद्विप आइपुगेका आरीहरूसँग पेटभए।,0.786,0.21399999999999997,0.15315315315315314,0.8468468468468469
D:\Programming\Projects\major_project\Codes\ASR\data\audio\db2d62a49a.flac,इतिहासमा पहिलो जिक्र आगराको महाभारतका समयदेखि मानिन्छ जब यसलाई अग्रबाण वा अग्रवनका नामले सम्बोधित गरिन्थ्यो।,इतिहासमा पहिलो जिक्र अगरक महाबारतका समयदेखि मान्छजब।यसलाई अवग्रहबाण वा अग्रवनको नामले सम्बन्धित गरिन्थ्यो।,0.533,0.46699999999999997,0.12037037037037036,0.8796296296296297
D:\Programming\Projects\major_project\Codes\ASR\data\audio\02d25b5ddd.flac,डाँडाफाया नेपालको मध्यपश्चिमाञ्चल विकासक्षेत्र कर्णाली अञ्चलको हुम्ला जिल्लामा अवस्थित गाउँ विकास समिति हो।,डाँडाफाया नेपालको मध्यपश्चिमाञ्चलविकासक्षेत्र कर्णाली अञ्चलको हुमला जिल्लामा अवस्थित गाउँ विकास समिति हो।,0.231,0.769,0.018691588785046728,0.9813084112149533
D:\Programming\Projects\major_project\Codes\ASR\data\audio\56cb73698a.flac,त्यसैले सिसुलुले अफ्रिका नेसनल कङ्ग्रेसमा दबिएर बस्नु भन्दा बराबर व्यवहार हुने पार्टीमा प्रवेश गरेको बताए।,त्यसैले सिसुलुले अफ्रिका नेसनल काङ्ग्रेसमादबिएर वस्तुभन्दा बरावर व्यवहार हुने पार्ठीमा प्रवेश गरेको बताए।,0.4,0.6,0.0660377358490566,0.9339622641509434
D:\Programming\Projects\major_project\Codes\ASR\data\audio\acfbe80475.flac,मन्दिरको जिर्णोद्धार यज्ञशालाको निर्माण बगैँचाको व्यवस्था पूजारी र बगैँचा सुधारेको बन्दोबस्त गरीदिनु भयो।,मन्दिरको ज्णोदार एज्ेशालाको निर्माण बगैंचाको व्यवस्था पूजाारी र बगैंचा सुधारेको बन्धवस्त गरिदिनुभयो।,0.615,0.385,0.13333333333333333,0.8666666666666667
D:\Programming\Projects\major_project\Codes\ASR\data\audio\3982884319.flac,मल जा खुवाउनाले सानासाना नानीहरूलाई झाडापखालाजस्ता विभिन्न खाले महामारी रोगहरू लाग्दैन भन्ने जनविश्वास छ।,मलजाखुवाउनाले साना साना नानीहरूलाई झाँडा पखला जस्ता विभिन्न खाले महामारी रोगहरू लागदैन भन्ने जनविश्वास छ।,0.571,0.42900000000000005,0.0761904761904762,0.9238095238095239
D:\Programming\Projects\major_project\Codes\ASR\data\audio\6f3a0a045e.flac,यदि बियो हुत्याउने क्षेत्रभन्दा बाहिर खसेमा डन्डी समूहले सुनौलो मौका अर्थात् एकपटक बढी हुत्याउन पाउनेछ।,यदिबीयो हुत्याउने क्षेत्रभन्दाबाहिर खसेमा डन्डी समूहलेसनौलो मोका अर्थात् एक पटक बढी हुत्याउन पाउनेछ।,0.6,0.4,0.06796116504854369,0.9320388349514563
D:\Programming\Projects\major_project\Codes\ASR\data\audio\1862ad66a9.flac,पूर्णिमापछि आउने एकादशीलाई कृष्ण पक्षको एकादशी र अमावस्यापछि आउने एकादशीलाई शुक्ल पक्षको एकादशी भनिन्छ।,पूणिमा पछि आउने एकादशीलाई कृष्णपक्षको एकादशी र अमावस्यापछि आउने एकादशीलाई शुक्ल पक्छको एका दशी भनिन्छ।,0.5,0.5,0.05825242718446602,0.941747572815534
D:\Programming\Projects\major_project\Codes\ASR\data\audio\0efd9df01d.flac,दिपकजी तपाईँले लेख्न खोज्नुभएको शीर्षकको लेख नेपाली विकिपीडियामा छैन भने नयाँ लेख सुरू गर्न सक्नुहुन्छ।,विपग्जी तपाईँले लेख्न खोज्नुभएको शीर्षकोले नेपाली विकिपेडियामा छैन भने नयाँ लेख सुरु गर्न सक्नुहुन्छ।,0.333,0.667,0.07766990291262135,0.9223300970873787
D:\Programming\Projects\major_project\Codes\ASR\data\audio\bf5c8cc905.flac,यस वर्षको ओस्कार अवार्डमा सहनायिका विधामा मनोनित हुँदा बालकलाकार हाइली स्टेनफेल्ड मस्त निद्रामा थिइन्।,यस वर्षको होस्कार अब्रमा शाहनायिका विधामा मनोनित हुँदा बालकलाकार हाइली स्टेफेन्ड मस्त निर्मा थिइन्।,0.357,0.643,0.12745098039215685,0.8725490196078431
D:\Programming\Projects\major_project\Codes\ASR\data\audio\012528e40a.flac,चापाकोट नेपालको पश्चिमाञ्चल विकास क्षेत्रको गण्डकी अञ्चल कास्की जिल्लामा अवस्थित गाउँ विकास समिति हो।,चापाकोट नेपालको पश्चिमाञ्चल विकासक्षेत्रको गण्डती अञ्चल कास्की जिल्लामा अवस्थित गाउँ विकास समिति हो।,0.214,0.786,0.019801980198019802,0.9801980198019802
D:\Programming\Projects\major_project\Codes\ASR\data\audio\nep_0283_4559349270.flac,दुई हजार उनान्सत्तरी पौष अट्ठाइस गतेबाट माघ छ गतेसम्म बढैया तालमाघी तथा कृषि महोत्सवको आयोजना गरेको छ,दुई हजार उन्नान्सत्तरी पौस अट्ठाइस गतेयबाट मा्ग छ गतेसम्म बडाइया तालमागी तथा कृषि महत्चव आयोजना गरेको छ,0.412,0.5880000000000001,0.13861386138613863,0.8613861386138614
D:\Programming\Projects\major_project\Codes\ASR\data\audio\43823fb116.flac,यसैलाई लक्ष्य बनाइ इक्वल एक्सेस नेपालले आफ्ना कार्यक्रमहरूमा महिला हिंसाविरुद्ध आवाज उठाउने गरेको छ।,यसैलाई लक्ष बनाइ इक्लएक्सेस नेपालले आफ्ना कार्यक्रमहरूमा मैला हिंसाविरुद्ध आवा ुठाउने गरेको छ।,0.429,0.571,0.08,0.92
D:\Programming\Projects\major_project\Codes\ASR\data\audio\1a17774d3b.flac,अन्य वैज्ञानिकहरू ग्यालेक्सीमा उपस्थित सभ्यताहरूको सङ्ख्याबारे सिद्धान्त प्रतिपादित गर्न सक्रिय रहे।,अन्य वैज्ञानिकाहरू ग्यालेक्सिमा उपस्थित स्व्यताहरूको सङ्ख्याबारे सिद्धान्त प्रतिपादित गर्न सक्रिया रहे,0.455,0.5449999999999999,0.06,0.94
D:\Programming\Projects\major_project\Codes\ASR\data\audio\0cf62b52ab.flac,बलिदेवताको पूजाजेठो हाँगो समाई मूलघर बनाएर मूलघरबाटै बलिको सङ्कल्प पढि धूपबत्ति गराई बलिलाई पर्छिने।,बलिदेवताको पुजाजेटौहाँगो समई मुलघर बनाएर मूलघरबाटै बलीको सङ्कल्पबढी दोबपतिगराई बलीलाई पर्षिने,0.786,0.21399999999999997,0.19,0.81
D:\Programming\Projects\major_project\Codes\ASR\data\audio\02ac0d375c.flac,लुङको देवाली लुङको देवाली नेपालको प्युठान जिल्लाको लुङ गाउँ विकास समितिमा लाग्ने प्रसिद्ध जात्रा हो।,लुङ्को देवालीलुङ्को देवाली नेपालको प्युठान जिल्लाको लुङगाउँ विकास समितिमा लाग्नी प्रसिद्ध जात्रा हो।,0.4,0.6,0.05,0.95
D:\Programming\Projects\major_project\Codes\ASR\data\audio\39208e434a.flac,फेब्रुअरीमा मनागुआ निकारागुआका अध्यक्ष ड्यानियल ओर्टेगाले अगस्तो सिजर सान्दिनो सम्मानवाट सम्मान गरे।,फेब्रुरीमा मनागुवा निकारगुवाका अध्यक्ष ड्यायनिल ओट्रेकाले अगस्तो सिजर सान्दिनो सम्मानबाट सम्मान गरे।,0.5,0.5,0.12,0.88
D:\Programming\Projects\major_project\Codes\ASR\data\audio\2e783e1cbc.flac,संहिताका मन्त्रहरूमा यस विद्याको बीज अवश्य उपलब्ध हुन्छ परन्तु आरण्यकहरूमा यसैलाई पल्लवित गरिएको छ।,सङगीताका मन्त्रहरूमा यस विद्याको बीझ अवश्य उपलब्ध हुन्छ परन्तु अरण्यकहरूमा यसैलाई पलबित गरिएको छ।,0.286,0.714,0.08080808080808081,0.9191919191919192
D:\Programming\Projects\major_project\Codes\ASR\data\audio\bc27c93cce.flac,पूर्व पश्चिम रनवे बनाउँदा भुन्ग ताउका जनवारलाई ध्वनी प्रदूषण पनि नहुने राय विज्ञहरूले दिइसकेका छन्।,पूर्वपश्चिम रणवे बनाउँदाभून्गताउका जनावारलाई ध्वानी प्रदू्शण पनि नहुने रविज्ञहरूले दीसकेका छन्,0.867,0.133,0.15151515151515152,0.8484848484848485
D:\Programming\Projects\major_project\Codes\ASR\data\audio\4898307cbf.flac,यूरोपीय दर्शनमा जहाँ संशयवादको जन्म यूनानमा नै भइसकेको थियो वहाँ अज्ञेयवाद आधुनिक युगको विशेषता हो।,युरोपीय दर्शनमा जहाँ समसयबादको जन्म युनानमा नै भैसकेको थियो उहाँ अग्ञयबाद आधुनिक एउको विशेषता हो।,0.467,0.5329999999999999,0.13131313131313133,0.8686868686868687
D:\Programming\Projects\major_project\Codes\ASR\data\audio\a275120fcc.flac,अन्य स्थानहरूमा बगैँचामा रुखहरूको पङ्क्तिहरू छन् एवम् मुख्य द्वारदेखि समाधिस्थल सम्म फौव्वारा छन्।,अन्य स्थानहरूमा बगैँचामा रूखहरूको पंतिहरू छन् एवम मुख्यद्वारदेखि समाधिस्थलसम्म फवारा छन्।,0.615,0.385,0.11224489795918367,0.8877551020408163
D:\Programming\Projects\major_project\Codes\ASR\data\audio\a3d517df80.flac,बिना अनुसन्धान र केवल राशिका आधारमा लगाएको रत्नले तपाईँलाई दुस्परिणाम पनि प्राप्त भैरहेको हुनसक्छ।,बिनाअनुसन्धान र केबर्ल राशीका आधारमा लगाएको रत्नले तपाईलाई दोस्परिनाम पनि प्राप्त भैरहेको हुनु सक्छ।,0.571,0.42900000000000005,0.10204081632653061,0.8979591836734694
D:\Programming\Projects\major_project\Codes\ASR\data\audio\2e29b9af7c.flac,पञ्चरत्नको चुल्या पञ्चधातुको पास्नी इहि बाह्राः विवाहको बेलामा श्रृङ्गारको रूपमा प्रयोग हुने गहना।,पञ्चरत्नको चुल्या पञ्चधात्पास्नी यहीबाह्रा विवाको बेलामा सिंगारको रूपमा प्रयोग हुनै कहना,0.615,0.385,0.1836734693877551,0.8163265306122449
D:\Programming\Projects\major_project\Codes\ASR\data\audio\87fdb99282.flac,प्रत्यक्ष प्रणालीबाट संविधानसभामा पुग्ने माओवादीका चार जोडीमध्ये एक हुन् टेकेन्द्रप्रसाद भट्ट पनि।,प्रत्यक्ष प्रणालीबाट संविधानसभामा उग्ने माउवादीकाचार जोडीमध्ये एक हुन् टेकेन्द्रप्रसाद भट्ट पनि,0.333,0.667,0.05102040816326531,0.9489795918367347
D:\Programming\Projects\major_project\Codes\ASR\data\audio\6134a1dfab.flac,कुनै तत्त्वको परमाणु क्रमाङ्क त्यसको तत्त्वका नाभिकमा अवस्थित प्रोटोनहरूको सङ्ख्यासँग बराबर हुन्छ।,को नैतत्त्वको परमाणु क्रमाङक त्यसकोतत्त्वका नाभिकमा अवस्थित प्रोटनहरूको सङ्ख्यासँग बढाबर हुन्छ।,0.583,0.41700000000000004,0.07142857142857142,0.9285714285714286
D:\Programming\Projects\major_project\Codes\ASR\data\audio\f8c235b27b.flac,विरोचनका छोरा बलिले अनुरोध गरेपछि भाद्र शुक्ल एकादशीका दिन बलिको आश्रममा मेरो प्रतिमा स्थापित भयो।,बिरोचनका छोरा बलिले अनुरोध गरेपछि भाद्र शुक्ल एकादशीका दिन बलिको आश्रममा मेरो प्रतिमा स्थापित भयो।,0.067,0.933,0.01020408163265306,0.9897959183673469
