path,labels,total,n_samples,sampling_rate,duration
96794aef19,उपयोगको स्वीकृतिमा आधारित छन्,29,125685,22050,5
a714ef658c,रूद्रायणीमा गाईजात्राको दिनमा,29,112455,22050,5
66b82a7fc5,नियात्रा शब्दले यात्रासंस्मरण,29,116865,22050,5
32a561b859,वुद्धिसागर शेषराज शर्माद्वारा,29,114660,22050,5
458859ecf0,यो अस्ट्रेलियाली आदिवासीहरूका,29,114660,22050,5
21acb807d1,दिल्लीमा वातानुकूलित ट्याक्सी,29,123480,22050,5
63822cce59,मुसलमानहरूको लागि ईश्वरद्वारा,29,114660,22050,5
ecaadff887,मनुष्यलोकमा आजको सूर्योदयदेखि,29,130095,22050,5
96b25d48cd,त्यसमा कर्मचारीहरूको पर्याप्त,29,121275,22050,5
ebf060337d,उत्तराञ्चल उत्तराखण्ड लगायतका,29,110250,22050,5
ad73f89449,प्रयोगस्थलको प्रयोग गर्नुहोला,29,114660,22050,5
ebec6b0f29,अघातद्वारा अत्याधिक विक्षेपित,29,110250,22050,5
f51ae012d2,डन्डीफोर चार प्रकारका हुन्छन्,29,110250,22050,5
45a4b3c128,कजाखस्तान हिन्दुस्तान इत्यादि,29,130095,22050,5
51708f037c,अन्तरिक्ष रक्षा अन्तरिक्षदेखि,29,110250,22050,5
b3daf7834b,सरकारका आर्थिक प्रस्तावहरूलाई,29,110250,22050,5
733ea766b8,इटाली फ्रान्स स्विट्जरल्याण्ड,29,114660,22050,5
6bed2024c5,गएकाले शिक्षा स्वास्थ्यको पनि,29,127890,22050,5
1eebb96e88,आध्यात्मतर्फ अग्रसर बनाउँदछन्,29,121275,22050,5
371966d30d,प्रभागहरूको मूलसिद्धान्त कुनै,29,125685,22050,5
024a0a4da5,प्रावधानहरूको समुचित व्याख्या,29,114660,22050,5
1ebc884b20,मल्लकालमा औद्योगिक क्रान्तिको,29,114660,22050,5
a7c6fece64,स्वैरकल्पनाको आधिक्यता पाइन्छ,29,110250,22050,5
a2261eab3a,आफ्ना थुप्रै सहयोगीहरु गुमायो,29,110250,22050,5
47eea1373c,कार्य विज्ञानदेव आचार्यद्वारा,29,123480,22050,5
b770ce6df7,लेन्सको माथिल्लोपट्टि फैलिएको,29,116865,22050,5
9882c51b25,अथोराकोटमा स्थानान्तरित गरियो,29,110250,22050,5
e9a1ba6f71,तत्कलिन मन्त्रिपरिषदले उनीसँग,29,114660,22050,5
486b614681,पूर्णिया भारतका सहरहरूमध्येको,29,127890,22050,5
99ccc2a9f5,त्यसको भोलिपल्ट आन्दोलनकारीका,29,116865,22050,5
347703d4d5,अभिभावकका छोराछोरीको अधिकारको,29,119070,22050,5
580571871c,यस्ता व्यक्तिले पुस्तान्तरबाट,29,116865,22050,5
841e7cfa6d,शताव्दीय क्षमायाचनाको नेतृत्व,29,130095,22050,5
4dbd2021a7,सूचकाङ्कमा नेपालको भ्रष्टाचार,29,123480,22050,5
26d60e1b56,फुटेको इतिहासविद् हरिकान्तलाल,29,114660,22050,5
610e490f4c,लालफित्ताशाहीमा कमी व्यापारमा,29,116865,22050,5
a9ab5ad2ec,सर्वसाधारणका प्रयोजनका निम्ति,29,130095,22050,5
bbf5f8c979,प्रदायकको अग्रणी भूमिकाद्वारा,29,114660,22050,5
9cad099562,वाङ्मयका साधकहरूमध्येबाट छनौट,29,114660,22050,5
f1fae412a9,कृष्णचन्द्र सिंह प्रधानद्वारा,29,121275,22050,5
da6b560deb,ओलाङ्चुङ्गोलादेखिका मान्छेहरू,29,127890,22050,5
6a53f64a44,र केप्लेरका कार्यहरूका बारेमा,29,121275,22050,5
3bce69a936,बर्मेली स्वतन्त्रता आन्दोलनमा,29,116865,22050,5
864832c017,संवैधानिक राजतन्त्र स्वतन्त्र,29,114660,22050,5
4cc8668d99,पर्यटकीयक्षेत्र झापा जिल्लाको,29,114660,22050,5
8c0a61ee5b,पश्चिममा बडकीफुलवरिया उत्तरमा,29,125685,22050,5
bea5ef1bf6,ती बेलाबेलामा श्रद्धालुहरूबाट,29,121275,22050,5
04a868733c,किताबमा पशुपतिनाथका मूलभट्टले,29,127890,22050,5
fb50328f37,सपिण्डीहरू नाताहरू र मित्रहरू,29,127890,22050,5
562969c9b9,तत्त्वहरूबाट आएका अवरोधहरूको,28,110250,22050,5
0690eb5e64,छोरी नरेन्द्रलक्ष्मीसँग भएको,28,110250,22050,5
ac3b6ebccb,अब मैले पहिलेकै रूपमा ल्याएर,28,125685,22050,5
218c4ac306,पर्यटकीय क्षेत्रको आकर्षण हो,28,114660,22050,5
cd3b330732,त्यस्ता विषयहरूसँग सम्बन्धित,28,121275,22050,5
8d0cee2b42,अन्तर्राष्ट्रिय आप्रवास दिवस,28,123480,22050,5
47b2ecf8c3,शिक्षण र प्रशिक्षण क्षेत्रमा,28,121275,22050,5
765bae7029,ऐतिहासिक कास्कीकोट उपत्यकाको,28,114660,22050,5
8d0beef6a6,परोपकारी व्यक्तिहरू केरोलाइन,28,116865,22050,5
ed2bfe41af,नाभिकमा प्रोटोनहरूको सङ्ख्या,28,110250,22050,5
e9d0a5445d,चिकित्सा विभागहरूको आवश्यकता,28,127890,22050,5
8b24da1403,संरक्षक समितिद्वारा चलिरह्यो,28,112455,22050,5
8d0e0e9ab3,जहाँ अमलाबास भन्ने सानो बजार,28,114660,22050,5
0ea1c7a6e8,प्राविधिक विश्वविधालय भारतको,28,121275,22050,5
d01f93ba49,कशेरुकी प्राणीहरूमा माछादेखि,28,112455,22050,5
ebbb6d5014,दक्षिणाप्रदान गर्दै आएका छन्,28,119070,22050,5
5d545aa065,नरसिंहभक्त तुलाचनद्वारा भएको,28,130095,22050,5
ebc1261bbf,नाभिकीय सुरक्षा कार्यक्रमलाई,28,121275,22050,5
cbf5645743,कुरुलेतेनुपा धनकुटा जिल्लामा,28,125685,22050,5
20751ffc36,तिवारीलाई सर्वोकृष्ट निजामती,28,116865,22050,5
572f2eb6d2,च्याम्पटीलाई आजभोलि चुल्होमा,28,114660,22050,5
96ebbce4e6,एसियाका मुस्लिम अतिवादीहरूको,28,127890,22050,5
ad47bddfff,हिरण्य भोजपुरेद्वारा लेखिएको,28,110250,22050,5
2011abbdca,सम्भावित दक्षिणी महाद्वीपलाई,28,119070,22050,5
22c606796d,माटोबारेको रूमानी वर्णनहरूका,28,114660,22050,5
ce23b2ad59,अस्वीकृत साहित्यिक आन्दोलनको,28,127890,22050,5
063e03a6cf,क्षेत्र काठमाण्डौँ उपत्यकाका,28,110250,22050,5
f6de4cad34,म्युजा परिवारमा पर्ने पोथ्रा,28,110250,22050,5
92d7eb2912,भक्तपुरको टौमडीमा जन्मनुभएकी,28,110250,22050,5
43d71552d0,पितृ पक्षमा पुरूष पितृहरूलाई,28,110250,22050,5
556bc27119,पुष्पभक्तले बोर्डफर्स्ट भएको,28,112455,22050,5
006a6e8066,नैबन्धिक रचनाहरू सिर्जिन्छन्,28,123480,22050,5
d37d0d387b,बडामहाराज पृथ्वीनारायण शाहको,28,112455,22050,5
8f3ea98aff,क्रुर पर्वत भनेर पनि चिनिन्छ,28,110250,22050,5
5c71bf14a9,भकुण्डेवेसी पाँचखाल ढाँडखोला,28,127890,22050,5
25a15fe4b9,र सुरक्षाकर्मीले खाल्डो खनेर,28,127890,22050,5
1f1ccb0a76,प्रमुख पेशेवर प्रतियोगिताहरू,28,127890,22050,5
10b802c8d6,इशारहरू आन्दोलनहरू र उपयोगको,28,125685,22050,5
983119db50,विस्कोन्सिनका अमेरिकी सिनेटर,28,127890,22050,5
25a19f56b4,रूम्जाटार ओखलढुङ्गा जिल्लामा,28,127890,22050,5
00606c7342,स्विजरल्याण्डको लुजर्न भन्ने,28,114660,22050,5
98556c7e34,आफ्नी पत्नी विशिष्टादेवीसँगै,28,110250,22050,5
4813042ffc,गुरूप्रसादको सर्वश्रेष्ठ कथा,28,116865,22050,5
2697bf20c2,गृहनिर्माण प्रकाशन ध्वजारोहण,28,112455,22050,5
99a546430c,प्राचीनकालबाट पुराण देवताहरू,28,112455,22050,5
1143dcb1de,यूजेनिक्सको अनेक समस्याहरूमा,28,125685,22050,5
d695576e4d,यिनको सुप्रसिद्ध विशालमूर्ति,28,116865,22050,5
d6a1a9e67d,पङ्क्तिबद्ध रूपमा जीवजनावरको,28,116865,22050,5
6aa41e2466,तमिलको आदिकालीन साहित्य संगम,28,119070,22050,5
977c9f1502,चिकित्साशास्त्रका लागि नोवेल,28,130095,22050,5
79cced91ec,लाक्षणिक उपचार मात्र चाहिन्छ,28,130095,22050,5
6a84399a2a,रोहिणी चन्द्रमाकी सत्ताईसवटी,28,110250,22050,5
d5c6f88965,सरकारले धुस्तुङ्गमा माध्यमिक,28,123480,22050,5
6ef02ddfa6,सर्वाधिक लगातार हप्ताहरूसम्म,28,121275,22050,5
7162bf65b9,कार्य ज्ञानु तिमल्सिनाद्वारा,28,112455,22050,5
53deb7ba8c,उत्तरमा सिन्धुपाल्चोक जिल्ला,28,110250,22050,5
275f096a11,राजमार्गसँगै फुस्रेखोला सम्म,28,127890,22050,5
e81616eb74,स्नातकोत्तर यिनले इलाहाबादको,28,116865,22050,5
70f38907cc,प्रबन्धकहरूलाई सुझाव मेटाउनु,28,112455,22050,5
ba44951e8a,रियासतका प्रशासनिक सचिवालयका,28,114660,22050,5
9a2f663a79,महिलाहरू अपरिचित पुरुषहरूसँग,28,110250,22050,5
5f692322f1,सृष्टिका समस्त मनुष्यात्माका,28,116865,22050,5
11f205da4f,आज्ञापत्र दक्षिणी प्रशान्तका,28,114660,22050,5
5385a9a0f5,तत्कालीन सरकारको अन्यायपूर्ण,28,112455,22050,5
5b72882bf6,संविधानसभामा आफ्नो केन्द्रीय,28,112455,22050,5
6a14795e3e,यिनले जीवाणुहरूलाई अभिरञ्जित,28,119070,22050,5
e8625b0c2d,कृष्णध्वज कुँवरले सेनाका साथ,28,110250,22050,5
fa18b669e3,कम्पनी रजिष्ट्रारको कार्यालय,28,112455,22050,5
1bd16d05bd,डालेचुकमा नयाँनयाँ प्रविधिको,28,125685,22050,5
576cf4c820,यसैक्रममा खम्बुहोङका छोराहरू,28,119070,22050,5
3cee47c812,प्रयोगकर्ताहरूले पनि समयोचित,28,116865,22050,5
30e875e122,आफ्नो समीक्षामा ब्यारिमोरलाई,28,119070,22050,5
578ed41417,हेटौँडा महाधिवेशनबाट बुढालाई,28,116865,22050,5
5450250c77,हास्यतत्त्व र व्यङ्ग्यतत्त्व,28,130095,22050,5
a9559386a5,बाउमाइतीको शक्तिश्रोतको बारे,28,110250,22050,5
49320c2de1,पाकिस्तानले तालिबानलाई आफ्नो,28,123480,22050,5
1a3cb827e8,दलहरूले कलामको उम्मेद्वारीको,28,112455,22050,5
3b54f929ff,तथा अन्तर्राष्ट्रिय समाजवादी,28,112455,22050,5
701580d316,कट्टरपन्थीहरूले पाँच पटकसम्म,28,121275,22050,5
dbce98c7b5,युग्म विकल्पीको उत्परिवर्तित,28,121275,22050,5
5485e25ae0,सङ्कलितले पाईको मोटामोटी मान,28,119070,22050,5
9a4119ee84,त्योभन्दा पनि पुरानो हुनसक्छ,28,110250,22050,5
761cde5889,विश्वविद्यालय क्याम्पस समिति,28,112455,22050,5
ff3ab26a0a,सन्ततिहरू भ्रौणिक परिवर्धनको,28,110250,22050,5
9a53f2a152,त्यसको छेउछाउको क्षेत्रहरूमा,28,112455,22050,5
e8b36e7014,युगौँ युगदेखि आफ्नैहरूद्वारा,28,123480,22050,5
5c017b9024,तिनको नाभिकमा न्युट्रोनहरूको,28,119070,22050,5
885b99133f,इतिहासको पूर्वसन्ध्यासँगै यस,28,125685,22050,5
5d111216b5,प्रबर्द्धनसँग सुम्पिएको थियो,28,123480,22050,5
957a9b76f2,लन्डनका औपनिवेशिक कार्यालयका,28,116865,22050,5
335c31428f,बोसको माइक्रोवेभ अनुसन्धानको,28,119070,22050,5
78117e7454,जङ्गबहादुरको निवास थापाथलीमा,28,114660,22050,5
91dd721547,समाजका समुदायहरूभित्र पर्छन्,28,110250,22050,5
691928ca8a,वाटरफोर्ड कम्लबामा पढेका थिए,28,125685,22050,5
ff0ba23ebe,सम्मेलनको अधिवेशन कोकोनाडामा,28,125685,22050,5
696d8e86fe,गणेशजीको प्रतिमा टाँस्नुपर्छ,28,110250,22050,5
88da174974,कन्सास स्टेट विश्वविद्यालयमा,28,116865,22050,5
5ae437b6b5,श्रेष्ठता सर्वत्र प्रतिपादित,28,121275,22050,5
310715d4cd,सफ्टवेयर विकासको कार्य गर्दछ,28,119070,22050,5
bab836c592,पूर्वमा दार्जीलिङदेखि टिष्टा,28,125685,22050,5
bb39514a54,प्रभुत्व भएको अर्थव्यवस्थामा,28,112455,22050,5
edb32b97a8,ल्यान्डका योलङ्गु मानिसहरूका,28,125685,22050,5
7b8a24a47c,फोलिकलको फोलिकुलर एन्ट्रमबाट,28,121275,22050,5
0351fb8539,सिन्धुपाल्चोक मकवानपुर चितवन,28,110250,22050,5
b6d257a0bf,तिनीहरूमध्ये चौधमा तिनीहरूले,28,110250,22050,5
a328133abd,मलेसिया श्रीलङ्का थाइल्याण्ड,28,114660,22050,5
a8d7101b20,पोखरीचौरी नेपालको मध्यमाञ्चल,28,127890,22050,5
3b8a81c95b,दाजुहरू शुकदेव देवीचन्द्रलाई,28,114660,22050,5
17d3b277dc,लिमिटेड नेपाल राष्ट्र बैंकको,28,112455,22050,5
9ed9a3c186,विभिन्न तरकारीजन्य पदार्थहरू,28,119070,22050,5
b6a87ecfb1,अपडेडहरूमा दुनियालाई खुम्चाई,28,127890,22050,5
0ca5965112,अपकृत्यविधिको अवधारणा अनुरूप,28,110250,22050,5
2ed3555ec4,तर कम्युनिस्टहरूले समानान्तर,28,130095,22050,5
b8c4565975,पुराना किल्लालाई पाण्डवहरूको,28,119070,22050,5
3c21ab4c8d,अनुसार संयुक्त राष्ट्रसङ्घका,28,110250,22050,5
e4467f8f54,विभाजनद्वारा तत्कालीन पूर्वी,28,112455,22050,5
f1f0bd5d59,कविताको इतिहासलाई भिन्नभिन्न,28,114660,22050,5
fd7f42cede,नाभिकमा अवस्थित प्रोटोनहरूको,28,114660,22050,5
4c2760a1fd,सान्तोसा क्लबबाट मैत्रीपूर्ण,28,110250,22050,5
13496a549f,कार्यमा स्थानीय जनसहभागिताको,28,112455,22050,5
7c932b2fd9,मनुष्यको अधिकांश लिङ्गसहलग्न,28,112455,22050,5
51ee67be29,पूर्वका वर्षहरूलाई दर्शाउँदछ,28,112455,22050,5
a87f8388a1,उन्नाइसौँ शताव्दीको मध्यसम्म,28,110250,22050,5
67c25a59c8,फ्रहरूच अभियान अस्ट्रेलियाका,28,114660,22050,5
724f5bb120,विचारधाराको प्रचारप्रसार तथा,28,112455,22050,5
842e94bc0c,मन्त्रिपरिषद्सँग परामर्श गरी,28,114660,22050,5
a2f8fb5060,क्रिस्टीद्वारा लिखित उपन्यास,28,123480,22050,5
7307c6aaec,विष्णुपादुका स्थानमा श्राद्ध,28,125685,22050,5
3a06c7e896,हुँदै बद्रिकाश्रमसम्मको पैदल,28,116865,22050,5
501ea83d81,पर्शुराम सावकोटाजी सर्वप्रथम,28,114660,22050,5
fe5a7f07cc,आत्मालापआत्मकथा दैनिकी आदिमा,28,119070,22050,5
4db7b9f205,राजनीतिमा लागेको बताउनुहुन्छ,28,125685,22050,5
fe18864384,अत परमाणुहरूमा आद्यस्पन्दनको,28,114660,22050,5
885997571a,विषयमा सिद्धान्त प्रतिपादित,27,116865,22050,5
9d2f290b8f,कहिलेदेखि योगदान गर्नुहुन्छ,27,116865,22050,5
bb6d99bec5,पार्टीहरूका मोर्चाहरूको गठन,27,114660,22050,5
3d42b8dcf4,वा लाखौँ वर्षहरूमा बिस्तारै,27,110250,22050,5
d9f144a2b8,स्थूल र सूक्ष्म वर्गीकरणबाट,27,114660,22050,5
28fb89ed0e,पाकिस्तान कुवेत अफगानिस्तान,27,116865,22050,5
84af0cf0ec,अष्ट्रियाबाट फर्कँदा टिचीले,27,110250,22050,5
bb0421f8c4,खेलमा चेल्सीले च्याम्पियन्स,27,121275,22050,5
daf220719f,फल्सको स्टैमफोर्ड कलेजिएटमा,27,123480,22050,5
87f0a0f7a5,कहिलेकहिले यसलाई सूर्यपछिको,27,125685,22050,5
a4aa8b47e7,दर्लामचौरको गडीकोट प्रवेशको,27,119070,22050,5
9eb1744527,ब्यारिमोरले अभिनयको मामलामा,27,125685,22050,5
dc605712e6,विकिपीडियाले अलि स्फूर्तिलो,27,121275,22050,5
2a0af0d5a1,पिताको मृत्युपछि राजा बन्यो,27,125685,22050,5
a12446ea08,यात्रीलाई धार्मिक प्रवृत्ति,27,123480,22050,5
4ccc5e48bc,कृतिहरूमध्ये उनको जीवनकालमा,27,114660,22050,5
4bed9c34cc,अर्थात् शिलाको त्रिशुलअगाडि,27,125685,22050,5
a014dce57d,मक्खीबुट्टे टोपी लगाएका थिए,27,114660,22050,5
29daa2427d,प्राणी वनस्पतिको जीवनपोषणका,27,116865,22050,5
9ec8e096ab,क्षेत्रलाई रामसार क्षेत्रको,27,112455,22050,5
da604c34fa,कुकुरका छाउराहरू जन्मदाखेरि,27,116865,22050,5
88e9bfa808,कर्मचारीको रूपमा छनौट गरियो,27,112455,22050,5
4bb916b91f,नेपाली हावापानीमा हुर्किएको,27,112455,22050,5
3a8cd1a124,छेपाराका सामान्यतया अङ्गहरू,27,116865,22050,5
4ce202c4d5,काठमाडौँ उपत्यकाका प्रसिद्ध,27,110250,22050,5
386af87d37,इन्जिनियरिङमा स्नातक मल्लले,27,127890,22050,5
83ba88fa79,आफ्नो स्वयंसेवकहरूसँगै आउने,27,119070,22050,5
81c40491fc,जिल्लाको पाठामारीमा अवस्थित,27,116865,22050,5
2d1dc9a1a1,उपन्यासकार रथ रेन्डेलद्वारा,27,121275,22050,5
b632780c74,उनीहरूलाई उनका आश्रितहरूलाई,27,116865,22050,5
82abd1a8b1,पुनर्स्थापना पश्चात् उहाँले,27,119070,22050,5
3a328c6701,निपत्रका प्रमुख अभिलक्षणहरू,27,110250,22050,5
df5f0404e9,त्यसबेलाको नेपालको पञ्चायती,27,121275,22050,5
e0c92f03d8,विद्युतीय साङ्केतिक सम्पर्क,27,121275,22050,5
2c8859ff3d,आग्नेय चट्टान पृथ्वीभित्रको,27,119070,22050,5
1719a826b0,ईश्वरबल्लभका भाइ विश्वबल्लभ,27,110250,22050,5
568f178b1c,स्वायत्तताको बागडोर जापानको,27,110250,22050,5
4146a72dae,भारतका प्रथम राष्ट्रपति थिए,27,123480,22050,5
e1542fa48c,यहाँ जाल्पादेवी कन्यादेवीका,27,125685,22050,5
9673a46e33,फाँसीको फन्दामा लट्किनुपर्छ,27,112455,22050,5
202f514a5d,सङ्ख्याहरूका अनुपातका रूपमा,27,121275,22050,5
1529df9264,ब्रह्माण्डको संरचना वर्तमान,27,116865,22050,5
151021b0e7,भारतको सिमासम्म पूर्वपश्चिम,27,114660,22050,5
e3f19469dc,डाँडाझेरी नवलपरासी जिल्लामा,27,112455,22050,5
7f551c9e14,रूखबुट्टा र घरहरू हल्लाउँदै,27,116865,22050,5
e1f014e050,प्रतिनीधि महिला पात्रसम्मको,27,121275,22050,5
8102bd280b,व्यक्तिहरूको समूहलाई जनाउँछ,27,119070,22050,5
50fafccfec,तन्जानियाको संयुक्त गणराज्य,27,127890,22050,5
801df8c9d1,गणतन्त्र नेपाल घोषणा गर्‍यो,27,116865,22050,5
b68180f94e,जनसङ्ख्या भएको सिन्धुलीमाढी,27,127890,22050,5
9e20388f86,जमदग्नीको आज्ञाअनुसार आफ्नी,27,112455,22050,5
378508f167,राकेशद्वारा लेखिएको कृति हो,27,130095,22050,5
37a9e471ff,शरीरका रचनात्मक तत्त्वहरुको,27,114660,22050,5
7ff4478892,समस्याहरूका साथ अस्ट्रेलिया,27,114660,22050,5
0082209f7f,यथोचित तीर्थश्राद्ध सम्पन्न,27,116865,22050,5
f1fe80eb7f,सुरक्षामा केन्द्रित अवधारणा,27,116865,22050,5
58adf2e3a1,चाहन्थे चिनियाँ र ब्रिटेनमा,27,110250,22050,5
6c031a2873,आईएसएसएनको मुख्य कार्यालयमा,27,121275,22050,5
f3397928b0,नेपाली कविताको विकासक्रमलाई,27,114660,22050,5
0ce22733b1,सङ्घीय लोकतन्त्रिक गणतन्त्र,27,125685,22050,5
0be7aaf743,वुड्सको प्रदर्शन प्रभावशाली,27,110250,22050,5
5cdb3b02cc,चाँदीको घेरजस्तो उत्तरतिरको,27,121275,22050,5
5959ec1ce8,विरूपाक्षलाई मुनिले पनौतीमा,27,127890,22050,5
f7b279814e,सुन्दरी स्त्रीहरूसँग नर्मदा,27,114660,22050,5
67b0b3dcaa,शान्तिपूर्ण आन्दोलन गरेकामा,27,114660,22050,5
ff664479bc,राजस्थानको कालीबंगा क्षेत्र,27,119070,22050,5
6c0f8a170e,यातायातमा वृद्धिका अतिरिक्त,27,125685,22050,5
00d40617b5,कल्याणकारी कष्टकार वस्तुपरक,27,121275,22050,5
00334a9f80,आर्थिक भौगोलिक साम्प्रदायिक,27,110250,22050,5
5ae5f6c963,टेलिभिजनले उनी उत्तराधिकारी,27,114660,22050,5
fe1858ae71,जिवाजी विश्वविद्यालय भारतीय,27,121275,22050,5
2afbed470f,हामीले बच्चाहरूलाई उनीहरूको,27,114660,22050,5
741ea29544,अञ्चलको सोलुखुम्बु जिल्लाको,27,110250,22050,5
eed3af2597,समलैङ्गिक समुदायमा हुर्केको,27,119070,22050,5
76a0d94e29,कुष्ठरोगीहरूको उपचार सेवाका,27,110250,22050,5
0c13640bb8,टोकियोमा धेरै विश्वविद्यालय,27,110250,22050,5
69459171de,कतिपय विधिवेत्ताहरू नेपालमा,27,121275,22050,5
0c994d32dc,पवनगतिशीलता एक्सरे चुम्बकीय,27,114660,22050,5
0f2676f037,डिस्ट्रिक्टमा ब्रोकन रिवरमा,27,127890,22050,5
66c3e5579e,रहेको कुरा सुनिश्चित गर्नेछ,27,110250,22050,5
6eb326ff95,वैज्ञानिकसमक्ष प्रस्तुत गरे,27,110250,22050,5
0be2bb6fe3,बच्चनलाई रोमान्टिकबाट एक्सन,27,114660,22050,5
fbfe7e1e97,यहाँको प्राकृतिक सुन्दरताले,27,130095,22050,5
6ff342a20d,अमेरिकामा उपचारपश्चात् बिपि,27,119070,22050,5
061078cccb,महत्त्वपूर्ण परिवर्तन गरियो,27,127890,22050,5
f6f8a119c0,मतपत्रहरूद्वारा गरिएको थियो,27,114660,22050,5
70bdf4fd82,काँक्रेबिहार भग्नावशेष बारे,27,123480,22050,5
63a9a286b6,साहित्यको विकासमा सिक्किमका,27,127890,22050,5
56ef3b33a4,लेख लेख्दा अरूलाई कामलाग्ने,27,119070,22050,5
f09dc629c8,समयबाहेक सबै कालखण्ड यसैगरी,27,112455,22050,5
728a11129f,कुशेश्वर महादेव मन्दिरलगायत,27,114660,22050,5
fe0b139e68,काउन्टर कम्प्युटर स्क्यानिङ,27,121275,22050,5
69d819b12f,रूपमा तर्कारीकल्प तर्कारीको,27,123480,22050,5
fa8f7f8caa,ईन्दिरा प्रियदर्शिनी गान्धी,27,116865,22050,5
0e9caafcff,त्यसबाहेक उहाँले सिलिगुढीमा,27,119070,22050,5
01d2655d4e,हप्तासम्मको कुकुरको छाउराले,27,125685,22050,5
0aff039240,अन्य प्रयोगकर्ताहरूले आफ्नो,27,119070,22050,5
fbcb835e61,भएका निबन्धलाई संस्मरणात्मक,27,112455,22050,5
6f19b661f5,नियात्रा यात्रावृत्तान्त वा,27,112455,22050,5
f731c45978,जनपक्षीय माओवादीको अग्रगामी,27,114660,22050,5
f3d7c5c063,उपनिवेशवादीहरूलाई यस कुराको,27,130095,22050,5
6ba69eb389,निरुक्तको उपादेयतालाई देखेर,27,112455,22050,5
7374b12c26,उपकप्तान ज्ञानेन्द्र मल्लले,27,116865,22050,5
eebe93cc2f,जात्रामा जावलाखेलको च्वासका,27,116865,22050,5
a8c128e72b,युग्मजमा स्थानान्तरित हुन्छ,27,110250,22050,5
5327eff81b,विदेसी पर्यटकहरूका राफ्टिङ्,27,127890,22050,5
e637256890,पिएरपोन्ट फिन्चको भूमिकाबाट,27,121275,22050,5
e96dd9885d,शताब्दी देवदेवीहरूको कल्पना,27,127890,22050,5
79fac33811,त्यहाँबाट पूर्वतर्फको कच्ची,27,119070,22050,5
3ff9d6f251,कुमथोप्ले मणितुण्डक नेपालमा,27,127890,22050,5
47af13fc53,शिल्पकला र ज्योतिषशास्त्रका,27,110250,22050,5
2f63c3b94c,मनोकाङ्क्षा पूरा गर्नुपरेमा,27,112455,22050,5
ad77b86501,अधिकांश मिसिनहरूलाई मार्टिन,27,110250,22050,5
11c695278f,यसरी चन्द्रमाले कहिले दृष्य,27,125685,22050,5
7aeed43145,किपिङ्ग र भूगोलले ज्यामितीय,27,114660,22050,5
33a1f61fb7,त्यसैगरी सेरामिक्स टेराकोटा,27,110250,22050,5
36b850a1db,जर्मनीको ब्रेनेनबर्गमा भएको,27,110250,22050,5
36b5401813,तत्त्वहरूमा विश्वास नराख्ने,27,123480,22050,5
a6f1b57c45,कोशी प्रान्तीयमा लाग्नुभएका,27,121275,22050,5
56235bbffd,कालक्रमिक विवेचना देवकोटाका,27,119070,22050,5
a6f077657e,भारतमा साप्ताहिक रूपा हुन्छ,27,125685,22050,5
accb5854ef,शकुन्तलालाई भुल्ने र नाटकको,27,110250,22050,5
e771a18916,भाले झिँगाहरूमा एक्सकिरणहरू,27,116865,22050,5
aa415a5e30,स्वतन्त्रता हरिएको त्यो दया,27,114660,22050,5
a92ea0d34a,रानी इन्सपेक्टरकी श्रीमतीको,27,121275,22050,5
34703eef52,कार्यक्रम बालकार्यक्रम जीवन,27,110250,22050,5
11797f779e,दोस्रोपटक ग्राफिकल ह्युमरका,27,114660,22050,5
53cea3f755,सम्पादन गर्नुभएकोमा धन्यवाद,27,119070,22050,5
e758070034,उनी सौहार्द्रताको पात्र बने,27,125685,22050,5
7c8ba23cb1,इतिहासमा छिन्ताङ हत्याकाण्ड,27,119070,22050,5
aec2303402,उनीहरू सांसारिक कार्यहरूलाई,27,116865,22050,5
357a64fbe2,कल्लेरीटार पिपलटार गजुरीटार,27,114660,22050,5
92c0ce674e,लेखहरू निरन्तर महत्त्वपूर्ण,27,116865,22050,5
43ed592ce4,नियमको अज्ञानतामा मनुष्यलाई,27,125685,22050,5
d0213f2bad,शृङ्खला क्रियामा न्युट्रनको,27,121275,22050,5
1cf88562b4,गरेको प्रत्यक्ष शासनविरुद्ध,27,123480,22050,5
21b19289d7,समूहका साथीहरूलाई रासलीलाको,27,114660,22050,5
2138f6931c,पछिल्ला चिनिया गणितग्यहरुले,27,112455,22050,5
d111ebbe80,कविताकृतिमा प्रकृति लक्ष्मी,27,130095,22050,5
d1aeced693,मध्यकालमा चिकित्सा सम्बन्धि,27,119070,22050,5
d1b4c8ccde,प्रकाशपुरमा जन्मिएका प्रकाश,27,110250,22050,5
8213669ce9,मानवतावादीहरू र सुधारकहरूले,27,125685,22050,5
a2e8d4cc14,सङ्केतात्मक बाण नछोड्नुहोस्,27,121275,22050,5
96ec46718c,प्रयोगकर्ताहरुको स्वागतार्थ,27,112455,22050,5
8f85d93c14,मेलबर्न स्थानान्तरित गरिदिए,27,127890,22050,5
40bda5d9af,गरिएपछि उत्तराधिकारी उनीलाई,27,116865,22050,5
255f029493,जिल्लाअन्तर्गतको मह्कुमा हो,27,116865,22050,5
465380d22c,भनिएको कुराहरूको पुराणहरूमा,27,119070,22050,5
df60de9508,स्वास्थ्यकर्मीहरूका हकहितको,27,116865,22050,5
d7e5dfdce7,धर्साविरुद्ध खबरदारी गर्छन्,27,121275,22050,5
493b7d0376,दुर्घटनाबाट विश्वभर वर्षेनी,27,116865,22050,5
